id,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,latitude,longitude,precisao,altitude,fonte_geografica
GEO000410,VIELA,AGAMENON MAGALHAES,3605,DERBY,Recife,PE,-8.050883,-34.892152,BAIXA,453,IBGE
GEO000411,ALAMEDA,RIO BRANCO,4251,CENTRO,Rio de Janeiro,RJ,-22.906814,-43.172806,BAIXA,341,OSM
GEO000412,PRAÇA,TUPIS,1414,CENTRO,Belo Horizonte,MG,-19.918007,-43.936805,MEDIA,56,IBGE
GEO000413,TRAVESSA,DAS FLORES,2395,JARDIM,Rio de Janeiro,RJ,-22.909945,-43.180052,ALTA,349,IBGE
GEO000414,ESTRADA,VINTE E TRES DE MAIO,2343,LIBERDADE,São Paulo,SP,-23.544907,-46.642031,ALTA,322,GOOGLE
GEO000415,ESTRADA,W3 SUL,1481,ASA SUL,Brasília,DF,-15.801902,-47.880906,BAIXA,86,IBGE
GEO000416,AVENIDA,BAHIA,4946,CENTRO,Belo Horizonte,MG,-19.917354,-43.93613,MEDIA,483,IBGE
GEO000417,TRAVESSA,AMAZONAS,959,CENTRO,Belo Horizonte,MG,-19.916941,-43.935022,ALTA,884,IBGE
GEO000418,PRAÇA,MARQUES DE ITU,1998,VILA BUARQUE,São Paulo,SP,-23.547061,-46.643922,ALTA,165,OSM
GEO000419,PRAÇA,DA AURORA,67,BOA VISTA,Recife,PE,-8.06351,-34.880611,MEDIA,755,IBGE
GEO000420,AVENIDA,QUINZE DE NOVEMBRO,271,CENTRO,São Paulo,SP,-23.550553,-46.633348,ALTA,413,IBGE
GEO000421,PRAÇA,BAHIA,4881,CENTRO,Belo Horizonte,MG,-19.917841,-43.935663,MEDIA,366,IBGE
GEO000422,LARGO,BAHIA,347,CENTRO,Belo Horizonte,MG,-19.917959,-43.936004,ALTA,369,IBGE
GEO000423,ESTRADA,AMAZONAS,3029,CENTRO,Belo Horizonte,MG,-19.917063,-43.935087,ALTA,272,OSM
GEO000424,PRAÇA,CONSOLACAO,2512,CONSOLACAO,São Paulo,SP,-23.549391,-46.659272,MEDIA,804,GOOGLE
GEO000425,LARGO,AGAMENON MAGALHAES,4181,DERBY,Recife,PE,-8.04393,-34.880544,BAIXA,447,OSM
GEO000426,VIELA,PROTASIO ALVES,1928,PETROPOLIS,Porto Alegre,RS,-30.028966,-51.235994,BAIXA,685,GOOGLE
GEO000427,ALAMEDA,MARQUES DE ITU,4748,VILA BUARQUE,São Paulo,SP,-23.547094,-46.644019,ALTA,977,OSM
GEO000428,ESTRADA,REBOUCAS,3380,PINHEIROS,São Paulo,SP,-23.560987,-46.679973,ALTA,386,GOOGLE
GEO000429,ALAMEDA,DAS FLORES,1152,JARDIM,Rio de Janeiro,RJ,-22.910706,-43.17978,MEDIA,143,OSM
GEO000430,AVENIDA,COPACABANA,1433,COPACABANA,Rio de Janeiro,RJ,-22.970475,-43.185575,MEDIA,779,GOOGLE
GEO000431,RUA,BOAVISTA,3530,BOA VIAGEM,Recife,PE,-8.120334,-34.899007,BAIXA,61,OSM
GEO000432,LARGO,CONSOLACAO,1101,CONSOLACAO,São Paulo,SP,-23.550072,-46.660096,ALTA,523,IBGE
GEO000433,TRAVESSA,SETEMBRO,4813,CENTRO,Rio de Janeiro,RJ,-22.905079,-43.176922,ALTA,799,OSM
GEO000434,PRAÇA,CONDE DA BOA VISTA,2442,DERBY,Recife,PE,-8.055843,-34.887882,MEDIA,770,GOOGLE
GEO000435,VIELA,OSWALDO CRUZ,4202,BOTAFOGO,Rio de Janeiro,RJ,-22.950092,-43.189955,ALTA,875,IBGE
GEO000436,RUA,DAS FLORES,2677,JARDIM,Rio de Janeiro,RJ,-22.914598,-43.181599,BAIXA,17,OSM
GEO000437,TRAVESSA,RIO BRANCO,971,CENTRO,Rio de Janeiro,RJ,-22.903916,-43.175017,ALTA,937,GOOGLE
GEO000438,LARGO,DA AURORA,2147,BOA VISTA,Recife,PE,-8.06308,-34.880924,ALTA,122,IBGE
GEO000439,ALAMEDA,DA AURORA,4705,BOA VISTA,Recife,PE,-8.060373,-34.877887,BAIXA,638,GOOGLE
GEO000440,AVENIDA,URUGUAIANA,3883,CENTRO,Rio de Janeiro,RJ,-22.891625,-43.172074,BAIXA,862,OSM
GEO000441,AVENIDA,OSWALDO CRUZ,1925,BOTAFOGO,Rio de Janeiro,RJ,-22.950868,-43.189713,MEDIA,324,GOOGLE
GEO000442,RUA,URUGUAIANA,3020,CENTRO,Rio de Janeiro,RJ,-22.900916,-43.174592,MEDIA,407,OSM
GEO000443,RUA,DAS FLORES,611,JARDIM,Rio de Janeiro,RJ,-22.919728,-43.174874,BAIXA,348,GOOGLE
GEO000444,VIELA,CONSOLACAO,148,CONSOLACAO,São Paulo,SP,-23.550416,-46.659783,MEDIA,372,OSM
GEO000445,ALAMEDA,REBOUCAS,4979,PINHEIROS,São Paulo,SP,-23.561075,-46.680099,ALTA,597,GOOGLE
GEO000446,RUA,AFONSO PENA,955,CENTRO,Belo Horizonte,MG,-19.9167,-43.934383,ALTA,997,GOOGLE
GEO000447,PRAÇA,DAS FLORES,1806,JARDIM,Rio de Janeiro,RJ,-22.90907,-43.17951,MEDIA,949,IBGE
GEO000448,RUA,MARQUES DE ITU,2462,VILA BUARQUE,São Paulo,SP,-23.547914,-46.644176,MEDIA,564,OSM
GEO000449,PRAÇA,BOAVISTA,2919,BOA VIAGEM,Recife,PE,-8.12191,-34.902356,BAIXA,166,IBGE
GEO000450,RUA,SAO JOAO,2728,REPUBLICA,São Paulo,SP,-23.545487,-46.642656,MEDIA,800,OSM
GEO000451,AVENIDA,SAO JOAO,660,REPUBLICA,São Paulo,SP,-23.551903,-46.649019,BAIXA,100,OSM
GEO000452,TRAVESSA,DO OUVIDOR,4204,CENTRO,Rio de Janeiro,RJ,-22.911306,-43.174849,BAIXA,787,OSM
GEO000453,LARGO,AGAMENON MAGALHAES,3610,DERBY,Recife,PE,-8.049975,-34.889964,ALTA,368,OSM
GEO000454,AVENIDA,SETEMBRO,4157,CENTRO,Rio de Janeiro,RJ,-22.904914,-43.167476,BAIXA,543,GOOGLE
GEO000455,ALAMEDA,ATLANTICA,1550,COPACABANA,Rio de Janeiro,RJ,-22.9721,-43.183194,MEDIA,811,OSM
GEO000456,ESTRADA,PROTASIO ALVES,2676,PETROPOLIS,Porto Alegre,RS,-30.039511,-51.231722,BAIXA,204,OSM
GEO000457,RUA,W3 NORTE,1571,ASA NORTE,Brasília,DF,-15.795057,-47.883006,ALTA,769,GOOGLE
GEO000458,ESTRADA,RIO BRANCO,424,CENTRO,Rio de Janeiro,RJ,-22.898198,-43.17681,BAIXA,657,GOOGLE
GEO000459,PRAÇA,MARQUES DE ITU,1682,VILA BUARQUE,São Paulo,SP,-23.547009,-46.643996,ALTA,970,OSM
GEO000460,AVENIDA,EIXO MONUMENTAL,1548,ASA NORTE,Brasília,DF,-15.795955,-47.88403,ALTA,669,GOOGLE
GEO000461,ALAMEDA,PRIMEIRO DE MARÇO,117,CENTRO,Rio de Janeiro,RJ,-22.902951,-43.175989,ALTA,248,GOOGLE
GEO000462,AVENIDA,DO COMERCIO,4050,SAO JOSE,Recife,PE,-8.060093,-34.875045,ALTA,839,IBGE
GEO000463,ALAMEDA,DA AURORA,895,BOA VISTA,Recife,PE,-8.070297,-34.887154,BAIXA,256,OSM
GEO000464,AVENIDA,PROTASIO ALVES,69,PETROPOLIS,Porto Alegre,RS,-30.040312,-51.235493,BAIXA,325,OSM
GEO000465,TRAVESSA,BOA VIAGEM,4688,BOA VIAGEM,Recife,PE,-8.119035,-34.906028,ALTA,80,GOOGLE
GEO000466,ALAMEDA,VINTE E TRES DE MAIO,829,LIBERDADE,São Paulo,SP,-23.535781,-46.636737,BAIXA,798,IBGE
GEO000467,LARGO,W3 NORTE,502,ASA NORTE,Brasília,DF,-15.794978,-47.882968,ALTA,124,IBGE
GEO000468,ESTRADA,BOAVISTA,4824,BOA VIAGEM,Recife,PE,-8.120001,-34.907014,ALTA,113,GOOGLE
GEO000469,ALAMEDA,PRESIDENTE VARGAS,4220,CENTRO,Rio de Janeiro,RJ,-22.90605,-43.177959,ALTA,613,IBGE
GEO000470,PRAÇA,AGAMENON MAGALHAES,1111,DERBY,Recife,PE,-8.049373,-34.890737,MEDIA,397,OSM
GEO000471,ALAMEDA,AFONSO PENA,4230,CENTRO,Belo Horizonte,MG,-19.909761,-43.943237,BAIXA,78,IBGE
GEO000472,ESTRADA,COPACABANA,1697,COPACABANA,Rio de Janeiro,RJ,-22.979541,-43.186605,BAIXA,593,IBGE
GEO000473,PRAÇA,DO COMERCIO,3021,SAO JOSE,Recife,PE,-8.059699,-34.874189,MEDIA,191,OSM
GEO000474,TRAVESSA,BRIGADEIRO FARIA LIMA,3181,ITAM BIBI,São Paulo,SP,-23.584801,-46.690518,MEDIA,288,OSM
GEO000475,ESTRADA,AGAMENON MAGALHAES,1436,DERBY,Recife,PE,-8.04995,-34.890047,ALTA,617,OSM
GEO000476,PRAÇA,OSWALDO CRUZ,1637,BOTAFOGO,Rio de Janeiro,RJ,-22.940084,-43.185392,BAIXA,797,OSM
GEO000477,PRAÇA,DO OUVIDOR,3009,CENTRO,Rio de Janeiro,RJ,-22.897512,-43.164376,BAIXA,993,IBGE
GEO000478,ESTRADA,VINTE E TRES DE MAIO,4299,LIBERDADE,São Paulo,SP,-23.545013,-46.642054,ALTA,156,OSM
GEO000479,LARGO,BOAVISTA,4030,BOA VIAGEM,Recife,PE,-8.120095,-34.907,ALTA,189,IBGE
GEO000480,ALAMEDA,TUPIS,1002,CENTRO,Belo Horizonte,MG,-19.918834,-43.936167,MEDIA,935,IBGE
GEO000481,LARGO,DA AURORA,4691,BOA VISTA,Recife,PE,-8.056254,-34.873495,BAIXA,382,OSM
GEO000482,PRAÇA,BOAVISTA,747,BOA VIAGEM,Recife,PE,-8.119814,-34.906564,MEDIA,809,OSM
GEO000483,ESTRADA,CONDE DA BOA VISTA,3475,DERBY,Recife,PE,-8.054975,-34.888072,ALTA,98,GOOGLE
GEO000484,TRAVESSA,DOS ANDRADAS,1051,CENTRO,Porto Alegre,RS,-30.035439,-51.230002,MEDIA,491,OSM
GEO000485,RUA,PAULISTA,1328,BELA VISTA,São Paulo,SP,-23.561376,-46.65647,ALTA,469,IBGE
GEO000486,VIELA,QUINZE DE NOVEMBRO,2576,CENTRO,São Paulo,SP,-23.547563,-46.628928,BAIXA,149,IBGE
GEO000487,ALAMEDA,ATLANTICA,2750,COPACABANA,Rio de Janeiro,RJ,-22.966319,-43.172471,BAIXA,250,GOOGLE
GEO000488,ALAMEDA,PRESIDENTE VARGAS,2973,CENTRO,Rio de Janeiro,RJ,-22.905956,-43.178055,ALTA,223,GOOGLE
GEO000489,ESTRADA,OSWALDO CRUZ,2299,BOTAFOGO,Rio de Janeiro,RJ,-22.950097,-43.190077,ALTA,215,IBGE
GEO000490,ALAMEDA,COPACABANA,3476,COPACABANA,Rio de Janeiro,RJ,-22.97063,-43.185436,MEDIA,476,GOOGLE
GEO000491,RUA,DOS ANDRADAS,3042,CENTRO,Porto Alegre,RS,-30.026555,-51.237794,BAIXA,136,GOOGLE
GEO000492,LARGO,DOS ANDRADAS,193,CENTRO,Porto Alegre,RS,-30.034737,-51.230508,ALTA,576,OSM
GEO000493,VIELA,TUPIS,3876,CENTRO,Belo Horizonte,MG,-19.914279,-43.936637,BAIXA,460,OSM
GEO000494,PRAÇA,QUINZE DE NOVEMBRO,3301,CENTRO,São Paulo,SP,-23.551799,-46.627712,BAIXA,79,OSM
GEO000495,TRAVESSA,COPACABANA,2849,COPACABANA,Rio de Janeiro,RJ,-22.969618,-43.184427,MEDIA,632,IBGE
GEO000496,LARGO,DO COMERCIO,1376,SAO JOSE,Recife,PE,-8.059587,-34.87562,MEDIA,578,OSM
GEO000497,RUA,AFONSO PENA,329,CENTRO,Belo Horizonte,MG,-19.916585,-43.934421,ALTA,289,GOOGLE
GEO000498,PRAÇA,BORGES DE MEDEIROS,391,CENTRO,Porto Alegre,RS,-30.03473,-51.231744,MEDIA,97,OSM
GEO000499,ESTRADA,COPACABANA,3962,COPACABANA,Rio de Janeiro,RJ,-22.974361,-43.192428,BAIXA,716,IBGE
GEO000500,TRAVESSA,CONDE DA BOA VISTA,1929,DERBY,Recife,PE,-8.046804,-34.893795,BAIXA,565,OSM
GEO000501,ALAMEDA,RIO BRANCO,1903,CENTRO,Rio de Janeiro,RJ,-22.904019,-43.174905,ALTA,76,IBGE
GEO000502,VIELA,AMAZONAS,3864,CENTRO,Belo Horizonte,MG,-19.920852,-43.927447,BAIXA,596,GOOGLE
GEO000503,RUA,BORGES DE MEDEIROS,3996,CENTRO,Porto Alegre,RS,-30.034979,-51.230995,ALTA,734,IBGE
GEO000504,AVENIDA,BOAVISTA,901,BOA VIAGEM,Recife,PE,-8.120012,-34.906195,MEDIA,131,IBGE
GEO000505,RUA,IPIRANGA,1616,REPUBLICA,São Paulo,SP,-23.543036,-46.640026,ALTA,944,GOOGLE
GEO000506,VIELA,W3 SUL,86,ASA SUL,Brasília,DF,-15.794564,-47.882802,MEDIA,890,IBGE
GEO000507,ALAMEDA,QUINZE DE NOVEMBRO,2777,CENTRO,São Paulo,SP,-23.546094,-46.637596,BAIXA,385,OSM
GEO000508,LARGO,CONSOLACAO,567,CONSOLACAO,São Paulo,SP,-23.549706,-46.660006,MEDIA,885,GOOGLE
GEO000509,RUA,DAS FLORES,2925,JARDIM,Rio de Janeiro,RJ,-22.91081,-43.18869,BAIXA,910,OSM
GEO000510,ALAMEDA,BORGES DE MEDEIROS,2514,CENTRO,Porto Alegre,RS,-30.035088,-51.230953,ALTA,845,GOOGLE
GEO000511,ALAMEDA,NOVE DE JULHO,1393,REPUBLICA,São Paulo,SP,-23.543126,-46.641117,MEDIA,845,GOOGLE
GEO000512,VIELA,CONSOLACAO,3193,CONSOLACAO,São Paulo,SP,-23.550043,-46.659992,ALTA,406,GOOGLE
GEO000513,AVENIDA,TUPIS,980,CENTRO,Belo Horizonte,MG,-19.92748,-43.945643,BAIXA,172,OSM
GEO000514,LARGO,BORGES DE MEDEIROS,1805,CENTRO,Porto Alegre,RS,-30.035073,-51.230824,MEDIA,448,GOOGLE
GEO000515,ALAMEDA,W3 SUL,3072,ASA SUL,Brasília,DF,-15.794174,-47.882275,ALTA,248,OSM
GEO000516,AVENIDA,PRESIDENTE VARGAS,2603,CENTRO,Rio de Janeiro,RJ,-22.906346,-43.17843,MEDIA,839,GOOGLE
GEO000517,PRAÇA,CONSOLACAO,2272,CONSOLACAO,São Paulo,SP,-23.552962,-46.656762,BAIXA,611,OSM
GEO000518,RUA,TUPIS,3771,CENTRO,Belo Horizonte,MG,-19.927779,-43.929131,BAIXA,657,OSM
GEO000519,ALAMEDA,OSWALDO CRUZ,3058,BOTAFOGO,Rio de Janeiro,RJ,-22.950095,-43.190096,ALTA,496,GOOGLE
GEO000520,AVENIDA,REBOUCAS,2148,PINHEIROS,São Paulo,SP,-23.561006,-46.679908,ALTA,601,IBGE
GEO000521,AVENIDA,QUINZE DE NOVEMBRO,1503,CENTRO,São Paulo,SP,-23.549436,-46.63567,BAIXA,707,OSM
GEO000522,ALAMEDA,URUGUAIANA,429,CENTRO,Rio de Janeiro,RJ,-22.901316,-43.173709,MEDIA,641,GOOGLE
GEO000523,PRAÇA,PAULISTA,857,BELA VISTA,São Paulo,SP,-23.561822,-46.656435,MEDIA,441,GOOGLE
GEO000524,ESTRADA,BOA VIAGEM,3306,BOA VIAGEM,Recife,PE,-8.118948,-34.90595,ALTA,221,GOOGLE
GEO000525,ALAMEDA,BAHIA,1266,CENTRO,Belo Horizonte,MG,-19.925295,-43.942921,BAIXA,189,OSM
GEO000526,RUA,URUGUAIANA,2255,CENTRO,Rio de Janeiro,RJ,-22.901016,-43.173919,ALTA,415,IBGE
GEO000527,LARGO,ATLANTICA,1327,COPACABANA,Rio de Janeiro,RJ,-22.972076,-43.183099,MEDIA,848,GOOGLE
GEO000528,ALAMEDA,PRESIDENTE VARGAS,4207,CENTRO,Rio de Janeiro,RJ,-22.906906,-43.178178,MEDIA,973,GOOGLE
GEO000529,LARGO,BRIGADEIRO FARIA LIMA,1395,ITAM BIBI,São Paulo,SP,-23.584089,-46.690052,ALTA,164,GOOGLE
GEO000530,PRAÇA,PRIMEIRO DE MARÇO,3193,CENTRO,Rio de Janeiro,RJ,-22.909097,-43.182413,BAIXA,383,OSM
GEO000531,VIELA,DO OUVIDOR,2846,CENTRO,Rio de Janeiro,RJ,-22.901991,-43.173001,MEDIA,643,IBGE
GEO000532,PRAÇA,PRIMEIRO DE MARÇO,4432,CENTRO,Rio de Janeiro,RJ,-22.903455,-43.176298,MEDIA,222,OSM
GEO000533,ALAMEDA,AGAMENON MAGALHAES,4755,DERBY,Recife,PE,-8.050079,-34.889951,ALTA,819,GOOGLE
GEO000534,ESTRADA,ATLANTICA,272,COPACABANA,Rio de Janeiro,RJ,-22.973883,-43.184144,BAIXA,34,OSM
GEO000535,RUA,MARQUES DE ITU,3375,VILA BUARQUE,São Paulo,SP,-23.546911,-46.644081,ALTA,371,IBGE
GEO000536,LARGO,PRIMEIRO DE MARÇO,2581,CENTRO,Rio de Janeiro,RJ,-22.905474,-43.174195,BAIXA,183,IBGE
GEO000537,RUA,AFONSO PENA,2764,CENTRO,Belo Horizonte,MG,-19.91696,-43.935283,MEDIA,277,OSM
GEO000538,ALAMEDA,CONSOLACAO,1460,CONSOLACAO,São Paulo,SP,-23.550001,-46.660091,ALTA,293,IBGE
GEO000539,AVENIDA,CONSOLACAO,371,CONSOLACAO,São Paulo,SP,-23.550663,-46.660713,MEDIA,477,GOOGLE
GEO000540,PRAÇA,NOVE DE JULHO,4151,REPUBLICA,São Paulo,SP,-23.543953,-46.641003,ALTA,300,OSM
GEO000541,VIELA,PAULISTA,271,BELA VISTA,São Paulo,SP,-23.560851,-46.65553,MEDIA,707,IBGE
GEO000542,LARGO,DOS ANDRADAS,1749,CENTRO,Porto Alegre,RS,-30.043575,-51.238479,BAIXA,825,OSM
GEO000543,RUA,CONSOLACAO,2868,CONSOLACAO,São Paulo,SP,-23.541315,-46.666992,BAIXA,212,IBGE
GEO000544,TRAVESSA,W3 SUL,2983,ASA SUL,Brasília,DF,-15.794225,-47.882223,ALTA,45,IBGE
GEO000545,ALAMEDA,VINTE E TRES DE MAIO,4295,LIBERDADE,São Paulo,SP,-23.544694,-46.641742,MEDIA,270,IBGE
GEO000546,VIELA,VINTE E TRES DE MAIO,4497,LIBERDADE,São Paulo,SP,-23.545931,-46.641312,MEDIA,948,GOOGLE
GEO000547,VIELA,PAULISTA,859,BELA VISTA,São Paulo,SP,-23.556528,-46.660001,BAIXA,318,GOOGLE
GEO000548,LARGO,URUGUAIANA,4797,CENTRO,Rio de Janeiro,RJ,-22.900968,-43.173986,ALTA,57,IBGE
GEO000549,AVENIDA,URUGUAIANA,2440,CENTRO,Rio de Janeiro,RJ,-22.901845,-43.174229,MEDIA,849,OSM
GEO000550,ALAMEDA,ATLANTICA,3880,COPACABANA,Rio de Janeiro,RJ,-22.972243,-43.182924,MEDIA,625,OSM
GEO000551,PRAÇA,AMAZONAS,2159,CENTRO,Belo Horizonte,MG,-19.916983,-43.935091,ALTA,815,GOOGLE
GEO000552,TRAVESSA,NOVE DE JULHO,4009,REPUBLICA,São Paulo,SP,-23.544067,-46.640968,ALTA,469,GOOGLE
GEO000553,PRAÇA,ATLANTICA,87,COPACABANA,Rio de Janeiro,RJ,-22.971562,-43.181568,MEDIA,172,IBGE
GEO000554,LARGO,IPIRANGA,1531,REPUBLICA,São Paulo,SP,-23.542665,-46.639457,MEDIA,827,GOOGLE
GEO000555,RUA,AGAMENON MAGALHAES,2410,DERBY,Recife,PE,-8.049255,-34.89083,MEDIA,607,OSM
GEO000556,VIELA,ATLANTICA,2624,COPACABANA,Rio de Janeiro,RJ,-22.976683,-43.174993,BAIXA,689,GOOGLE
GEO000557,LARGO,AGAMENON MAGALHAES,4958,DERBY,Recife,PE,-8.050085,-34.890002,ALTA,344,IBGE
GEO000558,ESTRADA,PRIMEIRO DE MARÇO,2848,CENTRO,Rio de Janeiro,RJ,-22.909573,-43.176918,BAIXA,815,OSM
GEO000559,VIELA,COPACABANA,4890,COPACABANA,Rio de Janeiro,RJ,-22.969947,-43.185074,ALTA,868,GOOGLE
GEO000560,PRAÇA,SETEMBRO,2022,CENTRO,Rio de Janeiro,RJ,-22.905859,-43.177114,MEDIA,809,OSM
GEO000561,VIELA,DOS ANDRADAS,710,CENTRO,Porto Alegre,RS,-30.034973,-51.230587,MEDIA,163,GOOGLE
GEO000562,PRAÇA,NOVE DE JULHO,4267,REPUBLICA,São Paulo,SP,-23.544013,-46.641097,ALTA,599,OSM
GEO000563,TRAVESSA,EIXO MONUMENTAL,1925,ASA NORTE,Brasília,DF,-15.796905,-47.884598,MEDIA,833,OSM
GEO000564,LARGO,REBOUCAS,4189,PINHEIROS,São Paulo,SP,-23.560299,-46.680775,MEDIA,853,IBGE
GEO000565,VIELA,QUINZE DE NOVEMBRO,3397,CENTRO,São Paulo,SP,-23.550755,-46.633273,MEDIA,555,OSM
GEO000566,LARGO,DAS FLORES,4824,JARDIM,Rio de Janeiro,RJ,-22.910328,-43.180898,MEDIA,50,GOOGLE
GEO000567,ESTRADA,QUINZE DE NOVEMBRO,3970,CENTRO,São Paulo,SP,-23.550497,-46.63327,ALTA,674,GOOGLE
GEO000568,ALAMEDA,DAS FLORES,3854,JARDIM,Rio de Janeiro,RJ,-22.916892,-43.189287,BAIXA,916,IBGE
GEO000569,LARGO,BRIGADEIRO FARIA LIMA,713,ITAM BIBI,São Paulo,SP,-23.583964,-46.690057,ALTA,483,GOOGLE
GEO000570,LARGO,SAO JOAO,1447,REPUBLICA,São Paulo,SP,-23.551447,-46.649492,BAIXA,147,GOOGLE
GEO000571,ALAMEDA,AFONSO PENA,4675,CENTRO,Belo Horizonte,MG,-19.917351,-43.933798,MEDIA,759,GOOGLE
GEO000572,TRAVESSA,URUGUAIANA,2020,CENTRO,Rio de Janeiro,RJ,-22.899518,-43.16468,BAIXA,219,GOOGLE
GEO000573,ALAMEDA,SETEMBRO,244,CENTRO,Rio de Janeiro,RJ,-22.905652,-43.176167,MEDIA,87,OSM
GEO000574,AVENIDA,DA AURORA,3412,BOA VISTA,Recife,PE,-8.062976,-34.87921,BAIXA,518,IBGE
GEO000575,RUA,DAS FLORES,2153,JARDIM,Rio de Janeiro,RJ,-22.915843,-43.182119,BAIXA,181,IBGE
GEO000576,ESTRADA,BAHIA,2202,CENTRO,Belo Horizonte,MG,-19.917342,-43.936629,MEDIA,368,GOOGLE
GEO000577,ESTRADA,NOVE DE JULHO,3193,REPUBLICA,São Paulo,SP,-23.543941,-46.640962,ALTA,727,GOOGLE
GEO000578,ESTRADA,DOS ANDRADAS,1519,CENTRO,Porto Alegre,RS,-30.034662,-51.230457,ALTA,243,IBGE
GEO000579,PRAÇA,SETEMBRO,412,CENTRO,Rio de Janeiro,RJ,-22.904763,-43.176843,MEDIA,795,IBGE
GEO000580,LARGO,QUINZE DE NOVEMBRO,2078,CENTRO,São Paulo,SP,-23.550603,-46.633275,ALTA,346,GOOGLE
GEO000581,VIELA,COPACABANA,35,COPACABANA,Rio de Janeiro,RJ,-22.970653,-43.184082,MEDIA,853,OSM
GEO000582,AVENIDA,BOA VIAGEM,1842,BOA VIAGEM,Recife,PE,-8.120495,-34.899733,BAIXA,4,IBGE
GEO000583,LARGO,BOAVISTA,2652,BOA VIAGEM,Recife,PE,-8.118501,-34.909098,BAIXA,312,IBGE
GEO000584,AVENIDA,DOS ANDRADAS,766,CENTRO,Porto Alegre,RS,-30.03478,-51.230477,ALTA,674,OSM
GEO000585,LARGO,DO OUVIDOR,1271,CENTRO,Rio de Janeiro,RJ,-22.901311,-43.171119,BAIXA,89,IBGE
GEO000586,ALAMEDA,W3 NORTE,3274,ASA NORTE,Brasília,DF,-15.794279,-47.882449,MEDIA,959,GOOGLE
GEO000587,VIELA,CONSOLACAO,4754,CONSOLACAO,São Paulo,SP,-23.542846,-46.663196,BAIXA,927,OSM
GEO000588,VIELA,COPACABANA,3753,COPACABANA,Rio de Janeiro,RJ,-22.969702,-43.185279,MEDIA,634,OSM
GEO000589,VIELA,COPACABANA,3379,COPACABANA,Rio de Janeiro,RJ,-22.970188,-43.184519,MEDIA,141,OSM
GEO000590,VIELA,REBOUCAS,2251,PINHEIROS,São Paulo,SP,-23.556815,-46.674141,BAIXA,355,GOOGLE
GEO000591,ALAMEDA,PRESIDENTE VARGAS,1921,CENTRO,Rio de Janeiro,RJ,-22.915909,-43.182621,BAIXA,908,GOOGLE
GEO000592,ESTRADA,NOVE DE JULHO,2432,REPUBLICA,São Paulo,SP,-23.54393,-46.641069,ALTA,202,OSM
GEO000593,LARGO,PRIMEIRO DE MARÇO,3834,CENTRO,Rio de Janeiro,RJ,-22.902584,-43.176453,MEDIA,185,GOOGLE
GEO000594,AVENIDA,SETEMBRO,1524,CENTRO,Rio de Janeiro,RJ,-22.905738,-43.176709,MEDIA,829,OSM
GEO000595,TRAVESSA,DOS ANDRADAS,4205,CENTRO,Porto Alegre,RS,-30.03007,-51.224512,BAIXA,590,IBGE
GEO000596,TRAVESSA,DAS FLORES,2109,JARDIM,Rio de Janeiro,RJ,-22.910079,-43.180035,ALTA,32,GOOGLE
GEO000597,PRAÇA,QUINZE DE NOVEMBRO,4428,CENTRO,São Paulo,SP,-23.54933,-46.643013,BAIXA,753,IBGE
GEO000598,TRAVESSA,CONSOLACAO,1379,CONSOLACAO,São Paulo,SP,-23.550095,-46.660037,ALTA,753,GOOGLE
GEO000599,AVENIDA,BOA VIAGEM,1783,BOA VIAGEM,Recife,PE,-8.12047,-34.911965,BAIXA,688,GOOGLE
GEO000600,TRAVESSA,SAO JOAO,537,REPUBLICA,São Paulo,SP,-23.545074,-46.642789,MEDIA,986,OSM
GEO000601,VIELA,COPACABANA,1887,COPACABANA,Rio de Janeiro,RJ,-22.970478,-43.184744,MEDIA,718,IBGE
GEO000602,ALAMEDA,DA AURORA,1730,BOA VISTA,Recife,PE,-8.060325,-34.8721,BAIXA,170,IBGE
GEO000603,ALAMEDA,BOA VIAGEM,883,BOA VIAGEM,Recife,PE,-8.118911,-34.905072,MEDIA,705,GOOGLE
GEO000604,RUA,SETEMBRO,3261,CENTRO,Rio de Janeiro,RJ,-22.904986,-43.176971,ALTA,923,OSM
GEO000605,PRAÇA,NOVE DE JULHO,4515,REPUBLICA,São Paulo,SP,-23.544065,-46.640998,ALTA,310,OSM
GEO000606,LARGO,DA AURORA,971,BOA VISTA,Recife,PE,-8.064648,-34.871917,BAIXA,102,OSM
GEO000607,AVENIDA,PROTASIO ALVES,3500,PETROPOLIS,Porto Alegre,RS,-30.036026,-51.232041,ALTA,619,OSM
GEO000608,AVENIDA,REBOUCAS,2478,PINHEIROS,São Paulo,SP,-23.560954,-46.680032,ALTA,205,GOOGLE
GEO000609,VIELA,CONSOLACAO,910,CONSOLACAO,São Paulo,SP,-23.550068,-46.660418,MEDIA,395,IBGE
GEO000610,VIELA,RIO BRANCO,824,CENTRO,Rio de Janeiro,RJ,-22.904036,-43.175052,ALTA,463,GOOGLE
GEO000611,LARGO,DAS FLORES,1941,JARDIM,Rio de Janeiro,RJ,-22.910844,-43.180004,MEDIA,265,GOOGLE
GEO000612,RUA,DOS ANDRADAS,3422,CENTRO,Porto Alegre,RS,-30.033795,-51.229947,MEDIA,178,OSM
GEO000613,LARGO,PRESIDENTE VARGAS,4331,CENTRO,Rio de Janeiro,RJ,-22.905287,-43.177674,MEDIA,397,OSM
