id,uid_base,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,variacao,descricao_variacao
VAR000777,UID_EIXO_MONUMENTAL_0079,ALAMEDA,EIXO MONUMENTAL,3457,ASA NORTE,Brasília,DF,"ALAMEDA EIXO MONUMENTAL, 3457",Maiúsculas
VAR000778,UID_EIXO_MONUMENTAL_0079,ALAMEDA,EIXO MONUMENTAL,3457,ASA NORTE,Brasília,DF,"Al eixo monumental, 3457",Abreviação com ponto
VAR000779,UID_EIXO_MONUMENTAL_0079,ALAMEDA,EIXO MONUMENTAL,3457,ASA NORTE,Brasília,DF,"alameda eixo monumental, 3457",Minúsculas
VAR000780,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"ESTRADA TUPIS, 1393, CENTRO",Formato completo
VAR000781,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"estrada tupis, 1393",Minúsculas
VAR000782,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"estrada tupis, 1393, ao lado da escola",Com referência local
VAR000783,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"ESTRADA TUPIS, 1393, CENTRO",Formato completo
VAR000784,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,estrada tupis 1393 centro,Sem pontuação
VAR000785,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,estrada tupis 1393 centro belo horizonte,Formato sequencial
VAR000786,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"Est tupis, 1393",Abreviação com ponto
VAR000787,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"estrada tupis, 1393",Numeral por extenso
VAR000788,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"estrada tupis, 1393, perto da praça",Com referência local
VAR000789,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"estrada tupis, 1393",Minúsculas
VAR000790,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"estrada tupis, 1393",Minúsculas
VAR000791,UID_TUPIS_0080,ESTRADA,TUPIS,1393,CENTRO,Belo Horizonte,MG,"ESTRADA TUPIS, 1393",Maiúsculas
VAR000792,UID_ATLANTICA_0081,ESTRADA,ATLANTICA,4055,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 4055",Minúsculas
VAR000793,UID_ATLANTICA_0081,ESTRADA,ATLANTICA,4055,COPACABANA,Rio de Janeiro,RJ,"ESTRADA ATLANTICA, 4055",Maiúsculas
VAR000794,UID_ATLANTICA_0081,ESTRADA,ATLANTICA,4055,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 4055",Numeral romano
VAR000795,UID_ATLANTICA_0081,ESTRADA,ATLANTICA,4055,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 4055",Numeral romano
VAR000796,UID_ATLANTICA_0081,ESTRADA,ATLANTICA,4055,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 4055",Minúsculas
VAR000797,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,alameda brigadeiro faria lima 585 itam bibi,Sem pontuação
VAR000798,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"Al brigadeiro faria lima, 585",Abreviação com ponto
VAR000799,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585, ao lado da escola",Com referência local
VAR000800,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"ALAMEDA BRIGADEIRO FARIA LIMA, 585, ITAM BIBI",Formato completo
VAR000801,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585",Numeral romano
VAR000802,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585, ao lado da escola",Com referência local
VAR000803,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,alameda brigadeiro faria lima 585 itam bibi são paulo,Formato sequencial
VAR000804,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585",Numeral romano
VAR000805,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585, perto do metrô",Com referência local
VAR000806,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585",Minúsculas
VAR000807,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"alameda brigadeiro faria lima, 585",Minúsculas
VAR000808,UID_BRIGADEIRO_FARIA_LIMA_0082,ALAMEDA,BRIGADEIRO FARIA LIMA,585,ITAM BIBI,São Paulo,SP,"ALAMEDA BRIGADEIRO FARIA LIMA, 585",Maiúsculas
VAR000809,UID_W3_NORTE_0083,TRAVESSA,W3 NORTE,1040,ASA NORTE,Brasília,DF,"travessa w3 norte, 1040",Minúsculas
VAR000810,UID_W3_NORTE_0083,TRAVESSA,W3 NORTE,1040,ASA NORTE,Brasília,DF,"travessa w3 norte, 1040, perto do metrô",Com referência local
VAR000811,UID_W3_NORTE_0083,TRAVESSA,W3 NORTE,1040,ASA NORTE,Brasília,DF,"travessa w3 norte, 1040",Numeral romano
VAR000812,UID_W3_NORTE_0083,TRAVESSA,W3 NORTE,1040,ASA NORTE,Brasília,DF,travessa w3 norte 1040 asa norte,Sem pontuação
VAR000813,UID_W3_NORTE_0083,TRAVESSA,W3 NORTE,1040,ASA NORTE,Brasília,DF,travessa w3 norte 1040 asa norte,Sem pontuação
VAR000814,UID_W3_NORTE_0083,TRAVESSA,W3 NORTE,1040,ASA NORTE,Brasília,DF,"TRAVESSA W3 NORTE, 1040, ASA NORTE",Formato completo
VAR000815,UID_BORGES_DE_MEDEIROS_0084,LARGO,BORGES DE MEDEIROS,665,CENTRO,Porto Alegre,RS,"LARGO borges de medeiros, 665",Abreviação com ponto
VAR000816,UID_BORGES_DE_MEDEIROS_0084,LARGO,BORGES DE MEDEIROS,665,CENTRO,Porto Alegre,RS,"largo borges de medeiros, 665, em frente ao banco",Com referência local
VAR000817,UID_BORGES_DE_MEDEIROS_0084,LARGO,BORGES DE MEDEIROS,665,CENTRO,Porto Alegre,RS,"LARGO BORGES DE MEDEIROS, 665",Maiúsculas
VAR000818,UID_BORGES_DE_MEDEIROS_0084,LARGO,BORGES DE MEDEIROS,665,CENTRO,Porto Alegre,RS,"largo borges de medeiros, 665",Minúsculas
VAR000819,UID_BORGES_DE_MEDEIROS_0084,LARGO,BORGES DE MEDEIROS,665,CENTRO,Porto Alegre,RS,"LARGO BORGES DE MEDEIROS, 665, CENTRO",Formato completo
VAR000820,UID_BORGES_DE_MEDEIROS_0084,LARGO,BORGES DE MEDEIROS,665,CENTRO,Porto Alegre,RS,"LARGO BORGES DE MEDEIROS, 665",Maiúsculas
VAR000821,UID_DA_AURORA_0085,TRAVESSA,DA AURORA,3655,BOA VISTA,Recife,PE,"travessa da aurora, 3655",Numeral por extenso
VAR000822,UID_DA_AURORA_0085,TRAVESSA,DA AURORA,3655,BOA VISTA,Recife,PE,"travessa da aurora, 3655",Minúsculas
VAR000823,UID_DA_AURORA_0085,TRAVESSA,DA AURORA,3655,BOA VISTA,Recife,PE,"TRAVESSA DA AURORA, 3655, BOA VISTA",Formato completo
VAR000824,UID_DA_AURORA_0085,TRAVESSA,DA AURORA,3655,BOA VISTA,Recife,PE,"travessa da aurora, 3655",Numeral romano
VAR000825,UID_DA_AURORA_0085,TRAVESSA,DA AURORA,3655,BOA VISTA,Recife,PE,"travessa da aurora, 3655",Numeral por extenso
VAR000826,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474",Numeral romano
VAR000827,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474, apto 201",Com complemento
VAR000828,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474",Minúsculas
VAR000829,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474, ",Com complemento
VAR000830,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"Praça do comercio, 2474",Abreviação com ponto
VAR000831,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474, ao lado da escola",Com referência local
VAR000832,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,praça do comercio 2474 sao jose recife,Formato sequencial
VAR000833,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474, sala 10",Com complemento
VAR000834,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474",Numeral romano
VAR000835,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474",Minúsculas
VAR000836,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474",Minúsculas
VAR000837,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,"praça do comercio, 2474",Numeral por extenso
VAR000838,UID_DO_COMERCIO_0086,PRAÇA,DO COMERCIO,2474,SAO JOSE,Recife,PE,praça do comercio 2474 sao jose recife,Formato sequencial
VAR000839,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"LARGO boa viagem, 1644",Abreviação com ponto
VAR000840,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"largo boa viagem, 1644, sala 10",Com complemento
VAR000841,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"largo boa viagem, 1644, próximo ao mercado",Com referência local
VAR000842,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"LARGO boa viagem, 1644",Abreviação com ponto
VAR000843,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"largo boa viagem, 1644, sala 10",Com complemento
VAR000844,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"LARGO BOA VIAGEM, 1644",Maiúsculas
VAR000845,UID_BOA_VIAGEM_0087,LARGO,BOA VIAGEM,1644,BOA VIAGEM,Recife,PE,"largo boa viagem, 1644",Minúsculas
VAR000846,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,rua sao joao 428 republica,Sem pontuação
VAR000847,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"RUA sao joao, 428",Abreviação com ponto
VAR000848,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"RUA SAO JOAO, 428",Maiúsculas
VAR000849,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"rua sao joao, 428",Abreviação com ponto
VAR000850,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"rua sao joao, 428, apto 301",Com complemento
VAR000851,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,rua sao joao 428 republica,Sem pontuação
VAR000852,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,rua sao joao 428 republica,Sem pontuação
VAR000853,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"rua sao joao, 428, sala 20",Com complemento
VAR000854,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"rua sao joao, 428, próximo ao mercado",Com referência local
VAR000855,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,rua sao joao 428 republica são paulo,Formato sequencial
VAR000856,UID_SAO_JOAO_0088,RUA,SAO JOAO,428,REPUBLICA,São Paulo,SP,"rua sao joao, 428, em frente ao banco",Com referência local
VAR000857,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767",Numeral por extenso
VAR000858,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767, apto 301",Com complemento
VAR000859,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"LARGO DO OUVIDOR, 767",Maiúsculas
VAR000860,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"LARGO DO OUVIDOR, 767",Maiúsculas
VAR000861,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767",Numeral por extenso
VAR000862,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"LARGO DO OUVIDOR, 767",Maiúsculas
VAR000863,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767, perto da praça",Com referência local
VAR000864,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767, bloco B",Com complemento
VAR000865,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"LARGO do ouvidor, 767",Abreviação com ponto
VAR000866,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"LARGO DO OUVIDOR, 767",Maiúsculas
VAR000867,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767, perto do metrô",Com referência local
VAR000868,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,largo do ouvidor 767 centro rio de janeiro,Formato sequencial
VAR000869,UID_DO_OUVIDOR_0089,LARGO,DO OUVIDOR,767,CENTRO,Rio de Janeiro,RJ,"largo do ouvidor, 767",Numeral romano
VAR000870,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,rua protasio alves 2675 petropolis,Sem pontuação
VAR000871,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,rua protasio alves 2675 petropolis porto alegre,Formato sequencial
VAR000872,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"rua protasio alves, 2675",Numeral romano
VAR000873,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"rua protasio alves, 2675, loja 1",Com complemento
VAR000874,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"RUA PROTASIO ALVES, 2675, PETROPOLIS",Formato completo
VAR000875,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,rua protasio alves 2675 petropolis porto alegre,Formato sequencial
VAR000876,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"rua protasio alves, 2675",Minúsculas
VAR000877,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"rua protasio alves, 2675, bloco A",Com complemento
VAR000878,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"RUA PROTASIO ALVES, 2675, PETROPOLIS",Formato completo
VAR000879,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"rua protasio alves, 2675",Minúsculas
VAR000880,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,"rua protasio alves, 2675",Abreviação com ponto
VAR000881,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,rua protasio alves 2675 petropolis porto alegre,Formato sequencial
VAR000882,UID_PROTASIO_ALVES_0090,RUA,PROTASIO ALVES,2675,PETROPOLIS,Porto Alegre,RS,rua protasio alves 2675 petropolis,Sem pontuação
VAR000883,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293, ",Com referência local
VAR000884,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,estrada conde da boa vista 2293 derby recife,Formato sequencial
VAR000885,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,estrada conde da boa vista 2293 derby recife,Formato sequencial
VAR000886,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293",Numeral por extenso
VAR000887,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293",Minúsculas
VAR000888,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293",Minúsculas
VAR000889,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293",Numeral romano
VAR000890,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293",Minúsculas
VAR000891,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293, sala 20",Com complemento
VAR000892,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,estrada conde da boa vista 2293 derby,Sem pontuação
VAR000893,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"ESTRADA CONDE DA BOA VISTA, 2293, DERBY",Formato completo
VAR000894,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293, apto 301",Com complemento
VAR000895,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"estrada conde da boa vista, 2293, apto 201",Com complemento
VAR000896,UID_CONDE_DA_BOA_VISTA_0091,ESTRADA,CONDE DA BOA VISTA,2293,DERBY,Recife,PE,"Est. conde da boa vista, 2293",Abreviação com ponto
VAR000897,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"LARGO PAULISTA, 187, BELA VISTA",Formato completo
VAR000898,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"LARGO PAULISTA, 187, BELA VISTA",Formato completo
VAR000899,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187, sala 20",Com complemento
VAR000900,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187",Numeral por extenso
VAR000901,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187",Numeral por extenso
VAR000902,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,largo paulista 187 bela vista,Sem pontuação
VAR000903,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187, loja 2",Com complemento
VAR000904,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187",Numeral romano
VAR000905,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187, apto 301",Com complemento
VAR000906,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187",Numeral por extenso
VAR000907,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"LARGO PAULISTA, 187, BELA VISTA",Formato completo
VAR000908,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"LARGO paulista, 187",Abreviação com ponto
VAR000909,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187, sala 10",Com complemento
VAR000910,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187",Numeral romano
VAR000911,UID_PAULISTA_0092,LARGO,PAULISTA,187,BELA VISTA,São Paulo,SP,"largo paulista, 187",Numeral romano
VAR000912,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"RUA OSWALDO CRUZ, 4022, BOTAFOGO",Formato completo
VAR000913,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,rua oswaldo cruz 4022 botafogo,Sem pontuação
VAR000914,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"rua oswaldo cruz, 4022, loja 2",Com complemento
VAR000915,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"rua oswaldo cruz, 4022, perto do metrô",Com referência local
VAR000916,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"rua oswaldo cruz, 4022, ",Com referência local
VAR000917,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"RUA OSWALDO CRUZ, 4022",Maiúsculas
VAR000918,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"R oswaldo cruz, 4022",Abreviação com ponto
VAR000919,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"rua oswaldo cruz, 4022",Numeral romano
VAR000920,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,rua oswaldo cruz 4022 botafogo rio de janeiro,Formato sequencial
VAR000921,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"rua oswaldo cruz, 4022",Minúsculas
VAR000922,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"RUA OSWALDO CRUZ, 4022",Maiúsculas
VAR000923,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"R. oswaldo cruz, 4022",Abreviação com ponto
VAR000924,UID_OSWALDO_CRUZ_0093,RUA,OSWALDO CRUZ,4022,BOTAFOGO,Rio de Janeiro,RJ,"rua oswaldo cruz, 4022, perto da praça",Com referência local
VAR000925,UID_BOA_VIAGEM_0094,TRAVESSA,BOA VIAGEM,2480,BOA VIAGEM,Recife,PE,"TRAVESSA BOA VIAGEM, 2480, BOA VIAGEM",Formato completo
VAR000926,UID_BOA_VIAGEM_0094,TRAVESSA,BOA VIAGEM,2480,BOA VIAGEM,Recife,PE,"travessa boa viagem, 2480, em frente ao banco",Com referência local
VAR000927,UID_BOA_VIAGEM_0094,TRAVESSA,BOA VIAGEM,2480,BOA VIAGEM,Recife,PE,"TRAVESSA BOA VIAGEM, 2480, BOA VIAGEM",Formato completo
VAR000928,UID_BOA_VIAGEM_0094,TRAVESSA,BOA VIAGEM,2480,BOA VIAGEM,Recife,PE,"travessa boa viagem, 2480",Numeral por extenso
VAR000929,UID_BOA_VIAGEM_0094,TRAVESSA,BOA VIAGEM,2480,BOA VIAGEM,Recife,PE,"travessa boa viagem, 2480",Numeral por extenso
VAR000930,UID_BOA_VIAGEM_0094,TRAVESSA,BOA VIAGEM,2480,BOA VIAGEM,Recife,PE,"Tv boa viagem, 2480",Abreviação com ponto
VAR000931,UID_DA_AURORA_0095,TRAVESSA,DA AURORA,449,BOA VISTA,Recife,PE,"TRAVESSA DA AURORA, 449",Maiúsculas
VAR000932,UID_DA_AURORA_0095,TRAVESSA,DA AURORA,449,BOA VISTA,Recife,PE,"travessa da aurora, 449, ",Com referência local
VAR000933,UID_DA_AURORA_0095,TRAVESSA,DA AURORA,449,BOA VISTA,Recife,PE,"TRAVESSA DA AURORA, 449",Maiúsculas
VAR000934,UID_DA_AURORA_0095,TRAVESSA,DA AURORA,449,BOA VISTA,Recife,PE,"travessa da aurora, 449",Numeral por extenso
VAR000935,UID_DA_AURORA_0095,TRAVESSA,DA AURORA,449,BOA VISTA,Recife,PE,"travessa da aurora, 449",Numeral romano
VAR000936,UID_DA_AURORA_0095,TRAVESSA,DA AURORA,449,BOA VISTA,Recife,PE,"TRAVESSA DA AURORA, 449",Maiúsculas
VAR000937,UID_QUINZE_DE_NOVEMBRO_0096,AVENIDA,QUINZE DE NOVEMBRO,2043,CENTRO,São Paulo,SP,"avenida quinze de novembro, 2043, apto 301",Com complemento
VAR000938,UID_QUINZE_DE_NOVEMBRO_0096,AVENIDA,QUINZE DE NOVEMBRO,2043,CENTRO,São Paulo,SP,"AVENIDA QUINZE DE NOVEMBRO, 2043, CENTRO",Formato completo
VAR000939,UID_QUINZE_DE_NOVEMBRO_0096,AVENIDA,QUINZE DE NOVEMBRO,2043,CENTRO,São Paulo,SP,"avenida quinze de novembro, 2043",Minúsculas
VAR000940,UID_QUINZE_DE_NOVEMBRO_0096,AVENIDA,QUINZE DE NOVEMBRO,2043,CENTRO,São Paulo,SP,avenida quinze de novembro 2043 centro são paulo,Formato sequencial
